sale_id,product_id,sale_date,quantity,weight,selling_price,making_charge,discount,cost_basis
1656,52,2026-03-06T09:00:00,1,8.4833,61236.9,76.38,2339.84,61107.55
1657,174,2026-03-13T18:36:00,1,36.7959,259581.69,14855.47,9303.53,261235.38
1658,198,2026-03-28T19:39:00,1,15.7741,1531.03,72.08,42.57,1524.81
1659,267,2026-03-06T10:55:00,1,11.3594,79787.7,4346.97,3039.11,80167.77
1660,363,2026-03-30T11:57:00,1,13.8933,107965.82,7760.25,3281.01,109183.11
1661,235,2026-03-23T17:09:00,1,8.0469,58064.52,86.04,2060.21,57915.77
1662,434,2026-03-27T17:56:00,1,133.699,13426.34,1057.85,450.62,13484.87
1663,423,2026-03-31T13:06:00,1,46.576,4524.87,215.19,169.95,4505.28
1664,185,2026-03-22T10:31:00,1,138.7501,13841.52,1039.05,446.2,13794.47
1665,103,2026-03-20T14:29:00,1,40.7114,287500.3,15919.84,9616.56,290443.66
1666,493,2026-03-22T16:07:00,1,3.8343,27105.54,1548.44,828.81,26508.07
1667,356,2026-03-18T11:15:00,1,10.5422,79098.12,3080.32,2274.2,78802.91
1668,436,2026-03-16T14:03:00,1,2.5687,20081.15,1565.58,617.99,20274.97
1669,487,2026-03-30T19:45:00,1,139.4639,14010.36,1111.34,509.95,13934.72
1670,402,2026-03-27T10:42:00,1,3.1346,22256.22,1276.69,811.27,21687.27
1671,348,2026-03-11T20:34:00,1,9.5558,67334.86,3620.03,2209.01,66902.72
1672,279,2026-03-13T13:20:00,1,3.3772,26672.35,2307.98,902.4,26519.97
1673,73,2026-03-15T19:27:00,1,10.0421,75838.8,3382.84,2225.86,74729.18
1674,215,2026-03-14T16:06:00,1,40.8508,4252.37,478.16,135.56,4327.85
1675,171,2026-03-18T16:50:00,1,3.3292,23711.36,1493.38,725.02,23715.65
1676,411,2026-03-10T17:53:00,1,13.1482,92726.62,4851.15,3203.33,92667.81
1677,24,2026-03-07T18:47:00,1,6.8653,48952.83,2991.5,1445.63,48073.34
1678,478,2026-03-19T20:03:00,1,4.5452,35921.17,3208.87,1214.28,35575.85
1679,285,2026-03-01T12:22:00,1,15.0484,105892.24,5200.54,3121.46,106315.65
1680,287,2026-03-02T15:47:00,1,11.5804,81715.87,4685.48,2807.54,82202.86
1681,272,2026-03-17T19:44:00,1,5.634,40198.71,2712.38,1290.86,39799.37
1682,25,2026-03-30T11:57:00,1,12.8433,99898.39,7265.96,3142.06,100257.6
1683,119,2026-03-23T16:13:00,1,3.7223,26435.99,1614.84,918.38,26552.84
1684,305,2026-03-21T15:13:00,1,24.7258,193455.7,15170.81,5064.48,193918.09
1685,478,2026-03-23T12:42:00,1,4.5452,35685.98,2937.5,1046.23,35575.85
1686,434,2026-03-30T15:52:00,1,133.699,13506.28,1140.46,515.94,13484.87
1687,122,2026-03-12T11:09:00,1,4.447,35485.82,3372.88,1091.01,35554.5
1688,319,2026-03-08T15:43:00,1,72.4721,7584.36,890.84,219.22,7612.44
1689,305,2026-03-23T12:56:00,1,24.7258,194065.86,15914.74,6523.57,193918.09
1690,347,2026-03-24T09:26:00,1,8.607,64976.39,2982.15,2003.73,65058.93
1691,439,2026-03-14T12:52:00,1,5.9325,42225.65,2604.02,1536.41,41926.14
1692,415,2026-03-16T20:25:00,1,4.4374,34938.44,2953.0,899.09,34410.05
1693,24,2026-03-23T20:14:00,1,6.8653,48672.23,2892.83,1326.31,48746.72
1694,39,2026-03-21T16:04:00,1,38.8962,3958.03,358.96,109.38,3941.11
1695,98,2026-03-18T13:43:00,1,6.3389,44751.75,2448.02,1686.1,44080.64
1696,381,2026-03-30T13:18:00,1,51.5308,5408.57,642.49,158.18,5266.72
1697,456,2026-03-19T15:52:00,1,2.4701,19306.56,1528.98,682.31,19595.24
1698,471,2026-03-29T16:12:00,1,4.1632,29544.36,1761.83,789.05,29492.86
1699,69,2026-03-17T10:07:00,1,62.0656,6544.15,818.6,206.81,6460.93
1700,123,2026-03-02T20:51:00,1,7.2724,51477.23,3102.75,1439.37,51109.23
1701,37,2026-03-08T20:09:00,1,3.501,24681.37,1382.46,749.02,24874.3
1702,236,2026-03-20T17:49:00,1,45.6461,4792.2,577.24,163.34,4839.22
1703,101,2026-03-25T18:00:00,1,6.4304,45418.27,2423.2,1347.53,45333.33
1704,82,2026-03-11T11:22:00,1,61.9363,6515.87,796.67,187.72,5874.53
1705,246,2026-03-07T15:09:00,1,84.5028,8549.36,730.32,225.04,7735.34
1706,156,2026-03-17T12:21:00,1,40.2472,3896.47,183.67,108.92,3570.93
1707,349,2026-03-24T10:53:00,1,3.9789,31213.77,2554.67,1147.2,30859.88
1708,131,2026-03-20T11:35:00,1,9.6225,69482.69,96.77,2274.01,68370.63
1709,169,2026-03-02T17:34:00,1,4.4869,35225.98,2896.7,931.15,35620.32
1710,9,2026-03-20T14:23:00,1,3.5458,28159.56,2591.51,981.87,27738.73
1711,22,2026-03-05T09:24:00,1,13.9576,105602.74,4825.1,3628.43,104306.81
1712,2,2026-03-19T18:07:00,1,5.3919,37940.34,1966.28,1159.47,38149.13
1713,456,2026-03-08T17:04:00,1,2.4701,19519.23,1689.75,508.49,19595.24
1714,11,2026-03-21T18:41:00,1,22.9405,163175.0,10259.36,5172.37,162693.73
1715,204,2026-03-10T20:15:00,1,23.1628,2377.69,240.23,72.64,2149.33
1716,363,2026-03-16T19:29:00,1,13.8933,108668.71,8523.72,3262.0,109183.11
1717,257,2026-03-30T14:14:00,1,3.6998,26171.44,1597.89,822.15,26155.07
1718,77,2026-03-10T15:16:00,1,5.0459,39982.57,3628.98,1112.78,40007.15
1719,469,2026-03-06T13:09:00,1,3.5698,25098.22,1390.25,649.24,24959.42
1720,24,2026-03-15T12:25:00,1,6.8653,48329.23,2696.89,1781.49,48746.72
1721,68,2026-03-27T15:26:00,1,19.087,135183.75,7436.56,3820.79,131507.3
1722,470,2026-03-14T15:29:00,1,11.707,88259.75,3716.71,2770.44,87563.24
1723,193,2026-03-11T20:33:00,1,14.9404,104664.69,5047.18,3213.8,102287.59
1724,110,2026-03-08T12:55:00,1,19.8326,143341.19,187.1,4019.91,139927.76
1725,388,2026-03-22T16:35:00,1,12.1851,87855.89,128.78,2657.79,87746.43
1726,459,2026-03-25T13:13:00,1,6.8639,51791.98,2324.75,1574.35,51697.62
1727,208,2026-03-05T16:19:00,1,11.0838,86638.72,6610.69,2819.94,85709.59
1728,481,2026-03-27T15:03:00,1,9.6978,70129.37,105.82,2576.37,68391.88
1729,107,2026-03-07T19:24:00,1,29.1472,205849.0,10716.37,7614.57,203805.95
1730,497,2026-03-17T09:44:00,1,3.6197,28459.87,2320.71,1072.17,28205.6
1731,110,2026-03-13T20:43:00,1,19.8326,143280.71,201.0,3984.06,139927.76
1732,301,2026-03-25T12:09:00,1,33.2508,3386.98,309.62,104.13,3387.51
1733,219,2026-03-11T11:48:00,1,78.5036,7873.1,624.08,289.03,7781.34
1734,494,2026-03-16T18:33:00,1,3.4802,24756.65,1508.53,929.43,24604.21
1735,392,2026-03-21T10:05:00,1,61.6451,6499.38,795.36,222.64,6495.48
1736,11,2026-03-01T14:54:00,1,22.9405,163943.92,10444.68,6021.52,162693.73
1737,50,2026-03-11T20:09:00,1,12.6872,95964.45,4410.32,2894.84,95672.47
1738,115,2026-03-10T14:37:00,1,15.2051,109708.77,162.41,3318.21,108495.55
1739,481,2026-03-27T11:18:00,1,9.6978,70119.49,95.94,2098.98,68391.88
1740,162,2026-03-04T11:10:00,1,11.2042,78658.23,4158.59,2174.55,78313.61
1741,221,2026-03-04T11:35:00,1,12.4688,93863.73,4015.8,3145.76,93644.97
1742,295,2026-03-21T20:54:00,1,14.8897,104430.7,5179.68,3987.82,104285.45
1743,480,2026-03-08T11:58:00,1,23.4422,165762.5,9756.3,5652.09,166738.59
1744,237,2026-03-04T15:30:00,1,8.7772,61590.99,3229.11,1683.63,60919.31
1745,201,2026-03-16T20:52:00,1,18.3302,128954.14,6506.39,3334.16,129569.1
1746,192,2026-03-30T16:57:00,1,4.2888,30392.77,1907.16,1000.54,30519.56
1747,11,2026-03-16T14:05:00,1,22.9405,163740.68,10495.62,5379.67,162693.73
1748,471,2026-03-12T13:43:00,1,4.1632,29602.27,1711.91,808.95,29492.86
1749,208,2026-03-30T19:12:00,1,11.0838,86126.1,6184.08,3299.41,85709.59
1750,337,2026-03-11T10:22:00,1,6.8574,51588.02,2103.24,1844.15,51059.98
1751,321,2026-03-26T18:26:00,1,3.0001,23536.05,1948.02,789.87,23799.06
1752,91,2026-03-12T13:33:00,1,9.0049,65123.09,96.37,1827.22,64892.0
1753,480,2026-03-30T11:03:00,1,23.4422,163758.81,8059.0,4859.98,166738.59
1754,345,2026-03-08T15:21:00,1,6.9195,48927.59,2878.8,1417.33,48077.3
1755,23,2026-03-09T16:42:00,1,26.3325,186720.86,11612.63,6595.91,184390.78
1756,45,2026-03-11T18:00:00,1,16.0869,112950.13,5688.15,3080.41,113372.22
1757,392,2026-03-19T16:24:00,1,61.6451,6357.22,668.61,193.72,6495.48
1758,205,2026-03-02T15:21:00,1,9.4979,71592.88,3158.04,2080.46,71093.06
1759,194,2026-03-26T15:26:00,1,3.7547,29652.86,2634.9,1136.26,29655.1
1760,377,2026-03-11T13:35:00,1,10.3794,80670.16,5769.71,2422.67,79835.86
1761,103,2026-03-16T16:58:00,1,40.7114,288308.68,16352.05,7688.13,290443.66
1762,357,2026-03-03T17:57:00,1,43.877,4517.62,465.58,168.47,4465.7
1763,62,2026-03-01T10:15:00,1,4.7149,37514.46,3505.56,1347.51,37523.03
1764,41,2026-03-06T12:49:00,1,3.6873,25925.89,1437.57,714.81,25728.91
1765,48,2026-03-28T20:51:00,1,12.8521,89477.85,4116.26,3118.82,89666.74
1766,181,2026-03-28T18:40:00,1,19.7854,142754.19,214.03,3783.11,142839.21
1767,464,2026-03-15T19:06:00,1,13.6974,107263.52,8433.77,3200.26,105905.51
1768,326,2026-03-04T20:59:00,1,9.6607,67317.61,3081.1,1842.86,67690.31
1769,45,2026-03-06T09:27:00,1,16.0869,112007.93,5170.64,4231.42,113372.22
1770,422,2026-03-22T10:24:00,1,43.7528,4451.24,414.17,116.8,4400.94
1771,171,2026-03-21T12:45:00,1,3.3292,23698.54,1506.93,751.09,23715.65
1772,265,2026-03-20T20:43:00,1,20.2554,2081.29,210.91,65.78,1896.91
1773,316,2026-03-28T17:00:00,1,4.8799,38818.8,3662.49,1213.64,37802.56
1774,44,2026-03-06T17:36:00,1,4.73,33743.52,2330.36,977.54,33225.74
1775,101,2026-03-23T12:11:00,1,6.4304,45258.13,2378.74,1599.84,45333.33
1776,452,2026-03-11T15:40:00,1,17.8714,127051.14,7890.72,3622.83,127221.62
1777,446,2026-03-19T19:18:00,1,15.9701,124131.06,9192.49,3832.82,125003.74
1778,117,2026-03-14T12:33:00,1,31.0203,3013.35,147.38,90.44,2758.76
1779,4,2026-03-21T13:48:00,1,11.895,85896.9,128.24,2950.49,85807.67
1780,87,2026-03-03T20:03:00,1,5.8771,41438.29,2412.82,1322.8,41296.96
1781,330,2026-03-25T20:28:00,1,4.6319,32940.39,1970.49,876.98,32722.75
1782,7,2026-03-24T14:44:00,1,13.6765,103037.9,4529.22,3057.7,102782.02
1783,362,2026-03-20T13:46:00,1,198.9095,20015.29,1647.99,529.27,20107.23
1784,447,2026-03-11T16:23:00,1,35.9406,254586.18,14946.48,8935.99,254909.66
1785,267,2026-03-10T20:12:00,1,11.3594,80464.08,4543.98,2382.74,80167.77
1786,122,2026-03-19T15:29:00,1,4.447,34913.34,2907.79,1202.52,35554.5
1787,468,2026-03-15T15:29:00,1,25.5173,179949.45,10340.81,6440.75,180900.58
1788,462,2026-03-29T20:48:00,1,52.4788,5482.17,625.26,151.06,5136.59
1789,204,2026-03-14T14:24:00,1,23.1628,2392.47,252.46,87.99,2149.33
1790,463,2026-03-21T15:50:00,1,4.2011,33026.5,2734.55,1000.08,32847.63
1791,436,2026-03-22T11:13:00,1,2.5687,20298.48,1805.02,558.88,20274.97
1792,52,2026-03-01T14:12:00,1,8.4833,61273.63,82.99,1686.17,61107.55
1793,12,2026-03-16T17:17:00,1,28.8297,203304.73,10719.16,5994.46,201674.99
1794,122,2026-03-07T15:27:00,1,4.447,35201.9,3104.52,1227.27,35554.5
1795,454,2026-03-06T14:06:00,1,40.6398,4166.58,405.37,142.17,3882.48
1796,37,2026-03-31T13:09:00,1,3.501,24686.01,1350.9,782.59,24874.3
1797,126,2026-03-17T15:31:00,1,5.5909,39938.54,2738.98,1433.25,39847.32
1798,7,2026-03-31T19:19:00,1,13.6765,102710.55,4208.43,2837.9,102782.02
1799,365,2026-03-20T11:33:00,1,7.5425,54461.81,74.35,1479.16,53540.84
1800,151,2026-03-11T11:23:00,1,18.1146,128732.12,7950.13,4625.5,128519.85
1801,302,2026-03-16T15:15:00,1,24.6146,172290.6,7862.36,5396.59,173269.35
1802,112,2026-03-31T14:40:00,1,3.2447,25405.01,2035.74,726.28,25379.69
1803,486,2026-03-29T17:21:00,1,25.5385,2503.35,139.76,89.3,2478.69
1804,308,2026-03-26T11:20:00,1,22.5917,159104.06,9167.92,4468.92,158490.58
1805,417,2026-03-21T20:37:00,1,14.235,107262.23,4621.05,3997.2,106028.35
1806,325,2026-03-08T18:30:00,1,16.9172,119414.16,6831.38,3437.75,119145.47
1807,473,2026-03-01T15:48:00,1,4.9432,34979.4,1903.51,1289.81,34561.14
1808,79,2026-03-20T16:38:00,1,19.4648,136416.83,6569.68,4416.39,135290.39
1809,479,2026-03-29T10:28:00,1,24.1015,189620.89,15754.12,6620.84,187108.32
1810,206,2026-03-25T20:09:00,1,25.6022,181275.03,10093.09,6427.16,179998.58
1811,193,2026-03-28T12:40:00,1,14.9404,104751.38,5519.63,3316.84,102287.59
1812,2,2026-03-11T17:09:00,1,5.3919,38046.08,2094.72,1276.23,38149.13
1813,418,2026-03-09T14:38:00,1,23.6409,185690.28,15480.06,5905.72,183599.47
1814,470,2026-03-18T12:59:00,1,11.707,87938.46,3521.51,3163.79,87563.24
1815,318,2026-03-20T20:56:00,1,17.6338,123336.01,5703.22,4315.25,123628.41
1816,104,2026-03-17T15:27:00,1,47.6116,4896.74,504.57,143.06,4803.13
1817,373,2026-03-27T12:09:00,1,191.6333,19369.21,1641.21,569.78,17774.54
1818,158,2026-03-01T15:05:00,1,35.8635,253612.72,13643.23,8583.03,253196.23
1819,195,2026-03-15T16:40:00,1,5.6896,40219.06,2401.37,1540.8,40165.21
1820,202,2026-03-18T14:06:00,1,4.3318,34060.02,2824.23,1065.57,34338.44
1821,497,2026-03-09T18:29:00,1,3.6197,28393.26,2332.07,798.75,28205.6
1822,152,2026-03-06T09:07:00,1,14.682,102734.56,5227.58,3054.49,103061.96
1823,29,2026-03-28T11:20:00,1,13.1621,102447.14,7623.29,3248.28,103492.16
1824,443,2026-03-24T15:41:00,1,15.7014,122278.94,9185.37,3170.2,123622.15
1825,172,2026-03-13T09:41:00,1,27.5585,2672.29,128.92,89.38,2681.44
1826,151,2026-03-11T17:03:00,1,18.1146,128489.97,7707.98,4224.39,128519.85
1827,385,2026-03-23T10:08:00,1,45.0218,4718.86,563.35,150.8,4324.75
1828,81,2026-03-04T12:05:00,1,18.3862,128719.11,6464.49,4844.16,128128.95
1829,402,2026-03-12T15:21:00,1,3.1346,22371.78,1372.28,669.55,21687.27
1830,400,2026-03-03T17:26:00,1,27.1971,2783.21,271.56,90.67,2604.31
1831,341,2026-03-26T10:52:00,1,23.4326,165153.98,9636.97,4555.57,166136.18
1832,111,2026-03-15T13:14:00,1,8.7362,65638.56,2604.96,2321.2,65471.14
1833,128,2026-03-02T09:41:00,1,11.2314,81040.73,115.57,2653.14,79829.9
1834,449,2026-03-23T12:48:00,1,12.1078,90899.35,3661.8,2376.35,90196.59
1835,125,2026-03-31T17:20:00,1,21.1855,164412.31,11828.2,6040.87,163495.59
1836,172,2026-03-13T09:32:00,1,27.5585,2688.22,144.85,91.88,2681.44
1837,407,2026-03-10T20:26:00,1,9.1757,64531.92,3206.5,2205.15,64487.06
1838,294,2026-03-03T12:14:00,1,11.2674,1091.7,51.16,36.19,1099.9
1839,311,2026-03-16T18:56:00,1,6.7935,50928.21,1959.64,1761.27,51184.74
1840,195,2026-03-17T12:09:00,1,5.6896,40313.53,2457.26,1116.74,40165.21
1841,286,2026-03-01T13:17:00,1,25.0601,179081.15,11399.26,6290.49,177158.65
1842,297,2026-03-12T12:48:00,1,28.6626,204082.7,12064.49,5642.12,202255.09
1843,324,2026-03-09T13:25:00,1,11.2024,87154.2,6498.94,2596.0,86023.64
1844,65,2026-03-21T18:41:00,1,7.9839,60012.93,2445.18,1558.47,59986.27
1845,357,2026-03-17T10:02:00,1,43.877,4510.12,462.47,127.27,4465.7
1846,205,2026-03-26T12:12:00,1,9.4979,71144.97,2800.27,2671.03,71377.12
1847,404,2026-03-19T20:43:00,1,42.524,302416.61,18702.01,8897.76,300825.57
1848,115,2026-03-29T16:03:00,1,15.2051,109843.57,154.89,3238.53,108495.55
1849,344,2026-03-21T13:13:00,1,14.46,101174.26,4787.51,3742.91,100533.79
1850,273,2026-03-01T11:55:00,1,5.1573,38787.56,1587.59,1100.41,38716.4
1851,177,2026-03-07T20:20:00,1,21.5109,153043.51,9033.84,5328.25,149601.12
1852,244,2026-03-13T16:30:00,1,15.9038,111941.24,6166.5,3102.48,111267.13
1853,300,2026-03-20T12:04:00,1,18.9634,132854.63,6352.25,5079.14,131950.52
1854,328,2026-03-04T18:03:00,1,3.0974,24487.41,2168.1,894.14,24319.39
1855,456,2026-03-01T13:28:00,1,2.4701,19566.03,1749.03,733.84,19183.88
1856,202,2026-03-24T09:23:00,1,4.3318,34274.53,3073.57,947.4,34338.44
1857,116,2026-03-21T14:04:00,1,4.3399,34142.82,2850.06,1058.99,33950.86
1858,149,2026-03-14T09:57:00,1,24.2917,190447.29,15022.84,5600.6,190817.31
1859,65,2026-03-10T12:07:00,1,7.9839,59892.49,2371.84,1883.54,59986.27
1860,488,2026-03-21T09:56:00,1,4.4681,31892.11,2108.87,1094.77,31759.9
1861,494,2026-03-30T10:46:00,1,3.4802,24673.73,1558.73,636.18,24604.21
1862,126,2026-03-15T17:17:00,1,5.5909,39863.63,2701.98,1316.34,39847.32
1863,144,2026-03-01T20:44:00,1,7.8189,55572.21,3254.46,1763.89,55403.35
1864,82,2026-03-07T09:02:00,1,61.9363,6409.57,678.6,219.71,5874.53
1865,266,2026-03-14T09:36:00,1,3.1433,25045.32,2345.73,773.38,25026.34
1866,477,2026-03-02T13:45:00,1,13.4506,94741.89,5271.32,3588.89,94914.32
1867,151,2026-03-24T09:42:00,1,18.1146,128403.18,7576.44,4605.16,128519.85
1868,145,2026-03-31T16:51:00,1,8.7446,65987.61,3006.46,1887.62,65283.92
1869,1,2026-03-21T15:35:00,1,4.1528,32585.6,2641.92,1069.1,32569.41
1870,374,2026-03-16T20:03:00,1,158.1349,15925.31,1338.95,553.55,15997.31
1871,153,2026-03-12T16:34:00,1,36.3674,3760.47,400.49,113.95,3461.47
1872,88,2026-03-12T17:34:00,1,28.7165,203637.71,11258.41,6180.87,201394.38
1873,78,2026-03-11T11:37:00,1,3.8207,30371.46,2800.3,912.32,29924.02
1874,214,2026-03-12T13:09:00,1,15.0718,108987.13,149.74,3274.76,108686.25
1875,434,2026-03-22T17:26:00,1,133.699,13459.84,1123.43,429.77,13484.87
1876,191,2026-03-31T11:21:00,1,10.7173,77294.81,105.71,2574.5,77465.39
1877,491,2026-03-12T17:55:00,1,28.3832,201245.84,11099.4,6313.05,199373.19
1878,362,2026-03-06T19:09:00,1,198.9095,20124.38,1715.31,603.66,20107.23
1879,319,2026-03-11T11:54:00,1,72.4721,7568.73,876.66,274.36,7612.44
1880,425,2026-03-19T12:52:00,1,11.6469,87282.33,3458.31,3146.36,87666.76
1881,369,2026-03-13T10:32:00,1,3.836,26918.94,1406.05,833.49,27004.67
1882,291,2026-03-02T13:59:00,1,2.3094,18146.81,1506.98,598.23,18316.84
1883,294,2026-03-22T19:45:00,1,11.2674,1100.96,61.32,38.61,1099.9
1884,420,2026-03-11T14:35:00,1,5.4005,42743.58,3772.17,1272.32,42365.92
1885,497,2026-03-13T12:36:00,1,3.6197,28477.54,2363.68,1027.69,28205.6
1886,186,2026-03-24T10:14:00,1,20.4986,143770.83,7042.5,5063.61,142115.47
1887,340,2026-03-21T12:45:00,1,165.8251,16658.1,1314.3,604.35,16808.1
1888,1,2026-03-29T10:31:00,1,4.1528,33035.7,3077.65,1059.05,33069.85
1889,77,2026-03-30T12:48:00,1,5.0459,39623.53,3229.93,1496.24,40007.15
1890,216,2026-03-10T10:52:00,1,3.2471,25814.81,2420.82,839.94,25710.38
1891,102,2026-03-01T12:11:00,1,18.5,129635.51,5848.5,3809.47,127765.91
1892,441,2026-03-25T16:07:00,1,5.6742,40584.51,2645.56,1073.78,40522.82
1893,225,2026-03-31T20:38:00,1,26.4171,186856.1,10779.0,5747.4,187721.1
1894,160,2026-03-11T15:39:00,1,41.4832,4317.18,486.62,122.04,4392.45
1895,314,2026-03-30T09:43:00,1,3.5003,27685.59,2439.64,926.62,27611.68
1896,263,2026-03-02T13:44:00,1,11.0827,86503.35,6649.61,2603.68,85885.6
1897,254,2026-03-28T10:27:00,1,49.5838,5111.38,525.37,180.11,5015.91
1898,367,2026-03-19T19:31:00,1,9.0261,65054.26,92.43,1957.71,65124.45
1899,14,2026-03-13T10:30:00,1,37.31,262369.83,14224.38,8353.68,262318.39
1900,135,2026-03-18T20:40:00,1,22.9212,2325.45,210.51,66.84,2313.05
1901,490,2026-03-04T12:38:00,1,5.6869,40067.82,2254.14,1409.9,40314.64
1902,250,2026-03-02T20:54:00,1,77.1732,8031.79,893.27,262.43,8120.8
1903,241,2026-03-07T19:08:00,1,21.0662,149219.74,8187.22,4001.39,146917.66
1904,316,2026-03-28T17:28:00,1,4.8799,38691.96,3535.65,1004.5,37802.56
1905,38,2026-03-17T18:24:00,1,9.9544,71977.51,93.2,2095.75,71867.8
1906,427,2026-03-30T13:37:00,1,60.6339,6340.83,732.8,221.11,5914.73
1907,64,2026-03-23T16:18:00,1,3.1873,22532.84,1279.19,627.0,22032.51
1908,455,2026-03-06T15:07:00,1,21.0382,146978.89,7258.73,4893.57,146482.23
1909,366,2026-03-05T16:31:00,1,20.7568,2033.51,113.51,54.06,2026.31
1910,133,2026-03-01T19:57:00,1,14.5876,113776.66,8555.28,3996.97,113326.2
1911,95,2026-03-25T12:21:00,1,30.4621,3116.38,297.11,91.84,3083.7
1912,461,2026-03-22T20:28:00,1,4.6784,37011.95,3329.62,1181.23,36561.03
1913,430,2026-03-23T11:08:00,1,7.8341,55654.02,3414.44,1507.44,55613.16
1914,71,2026-03-24T09:28:00,1,13.8926,104936.54,4871.34,3499.28,103983.35
1915,266,2026-03-12T20:33:00,1,3.1433,25028.43,2329.84,778.48,25026.34
1916,477,2026-03-23T15:30:00,1,13.4506,94668.28,4976.59,3082.08,94914.32
1917,20,2026-03-09T10:04:00,1,10.7348,80680.0,3391.37,2790.42,79058.39
1918,48,2026-03-09T16:25:00,1,12.8521,90303.15,4838.1,3080.08,89666.74
1919,271,2026-03-30T11:07:00,1,4.3867,34552.12,2913.0,1294.9,34477.91
1920,13,2026-03-06T12:28:00,1,24.6984,171957.83,7929.33,4813.26,174080.63
1921,350,2026-03-18T10:50:00,1,40.4539,3929.82,197.14,113.83,3943.14
1922,349,2026-03-06T09:14:00,1,3.9789,31314.72,2628.76,848.09,30859.88
1923,108,2026-03-05T15:00:00,1,16.1291,113012.79,5419.76,3973.19,112888.54
1924,197,2026-03-02T17:42:00,1,3.3083,26157.69,2320.53,673.71,26110.51
1925,142,2026-03-19T11:20:00,1,6.2076,43914.5,2498.2,1294.72,43188.45
1926,489,2026-03-08T12:42:00,1,9.8667,74604.06,3385.04,2674.98,74124.43
1927,255,2026-03-16T15:35:00,1,5.3041,37544.59,2112.62,1008.74,37330.54
1928,337,2026-03-21T11:42:00,1,6.8574,51657.69,2212.54,1853.97,51059.98
1929,69,2026-03-28T10:30:00,1,62.0656,6486.71,746.26,237.56,6460.93
1930,274,2026-03-03T15:53:00,1,4.3282,34236.42,3069.83,984.72,33537.27
1931,333,2026-03-12T15:03:00,1,52.5275,5538.52,685.5,200.48,5435.85
1932,401,2026-03-14T15:01:00,1,6.8381,48155.08,2485.19,1430.31,48170.62
1933,103,2026-03-22T16:38:00,1,40.7114,289230.71,17873.35,8787.74,290443.66
1934,446,2026-03-28T16:39:00,1,15.9701,124108.06,9054.51,4618.82,125003.74
1935,421,2026-03-17T19:10:00,1,70.6148,7427.48,913.26,251.56,7399.3
1936,129,2026-03-20T10:27:00,1,58.1956,6075.1,701.32,194.18,5543.18
1937,320,2026-03-01T20:57:00,1,11.7703,88604.21,3704.21,2905.3,86799.61
1938,414,2026-03-05T13:25:00,1,3.8752,30840.7,2860.71,805.29,30827.66
1939,149,2026-03-15T14:19:00,1,24.2917,190282.72,15012.76,7274.41,190817.31
1940,446,2026-03-18T16:32:00,1,15.9701,124941.21,9783.85,4668.73,125003.74
1941,261,2026-03-13T18:44:00,1,3.9864,31483.92,2724.56,1144.31,31349.87
1942,299,2026-03-30T18:08:00,1,2.7577,19602.44,1286.18,652.2,19335.39
1943,250,2026-03-11T14:34:00,1,77.1732,7976.49,850.32,254.19,8120.8
1944,276,2026-03-20T13:59:00,1,20.2773,142550.75,7283.52,4108.37,142702.65
1945,144,2026-03-28T14:59:00,1,7.8189,54927.42,2995.54,1767.18,55403.35
1946,481,2026-03-11T14:19:00,1,9.6978,70086.73,104.88,2302.0,68391.88
1947,103,2026-03-27T13:16:00,1,40.7114,289011.44,16534.52,9899.82,290443.66
1948,319,2026-03-14T18:56:00,1,72.4721,7594.88,899.18,212.74,7612.44
1949,419,2026-03-05T12:43:00,1,3.1838,22588.8,1350.5,777.3,22366.68
1950,366,2026-03-12T12:51:00,1,20.7568,2025.92,108.2,66.2,2026.31
1951,246,2026-03-19T20:56:00,1,84.5028,8476.66,678.74,229.72,7735.34
1952,156,2026-03-21T19:53:00,1,40.2472,3915.12,191.05,130.2,3570.93
1953,179,2026-03-06T14:15:00,1,4.8051,38266.55,3624.09,1376.16,37811.65
1954,207,2026-03-16T16:34:00,1,13.2941,100264.65,4438.78,3763.51,98609.31
1955,181,2026-03-05T10:24:00,1,19.7854,143044.08,188.15,3793.85,142839.21
1956,434,2026-03-18T12:51:00,1,133.699,13509.51,1173.1,346.41,13484.87
1957,496,2026-03-09T17:37:00,1,11.1941,84484.11,3888.6,2654.57,84505.86
1958,438,2026-03-09T13:03:00,1,3.7537,26466.51,1504.82,819.99,26461.5
1959,227,2026-03-21T16:27:00,1,14.5655,114605.49,9581.24,3807.13,112682.14
1960,205,2026-03-11T14:48:00,1,9.4979,71347.32,2808.0,1991.88,71093.06
1961,427,2026-03-02T10:35:00,1,60.6339,6269.46,660.82,166.14,5914.73
1962,286,2026-03-09T20:43:00,1,25.0601,176387.86,9740.95,4732.03,177158.65
1963,225,2026-03-07T09:00:00,1,26.4171,186929.64,10074.29,6365.29,187721.1
1964,61,2026-03-11T13:27:00,1,13.7262,97235.02,5713.39,3384.8,97468.86
1965,129,2026-03-08T13:59:00,1,58.1956,6034.25,659.3,201.1,5543.18
1966,295,2026-03-12T17:37:00,1,14.8897,105316.54,5566.57,2900.61,104285.45
1967,169,2026-03-25T15:13:00,1,4.4869,35301.37,2964.86,1267.78,35318.88
1968,289,2026-03-20T18:47:00,1,4.1901,32863.96,2649.99,908.79,33239.92
1969,327,2026-03-09T12:54:00,1,2.2934,18095.07,1583.0,492.08,17890.91
1970,217,2026-03-08T11:58:00,1,32.1275,3272.0,304.7,109.29,3280.44
