product_id,sku,product_name,category,metal,purity,gross_weight,net_weight
401,GO501,Gold Ring 501,ring,gold,22K,6.8381,6.8381
402,GO502,Gold Ring 502,ring,gold,22K,3.1346,3.1346
403,SI503,Silver Bangle 503,bangle,silver,925,49.0885,49.0885
404,GO504,Gold Necklace 504,necklace,gold,22K,43.2892,42.524
405,SI505,Silver Payal 505,payal,silver,925,69.8843,69.8843
406,GO506,Gold Coin 506,coin,gold,24K,17.4692,17.4692
407,GO507,Gold Chain 507,chain,gold,22K,9.1757,9.1757
408,DI508,Diamond Necklace 508,necklace,gold,18K,27.2602,22.6886
409,SI509,Silver Bangle 509,bangle,silver,925,46.9191,46.9191
410,SI510,Silver Bangle 510,bangle,silver,925,25.5672,25.5672
411,GO511,Gold Chain 511,chain,gold,22K,13.1482,13.1482
412,GO512,Gold Earring 512,earring,gold,22K,3.3844,3.3552
413,GO513,Gold Coin Chain 513,chain,gold,24K,9.2313,9.2313
414,DI514,Diamond Ring 514,ring,gold,18K,4.8195,3.8752
415,DI515,Diamond Ring 515,ring,gold,18K,5.5928,4.4374
416,GO516,Gold Ring 516,ring,gold,22K,5.6718,5.6718
417,GO517,Gold Coin Chain 517,chain,gold,24K,14.235,14.235
418,DI518,Diamond Necklace 518,necklace,gold,18K,27.6534,23.6409
419,GO519,Gold Ring 519,ring,gold,22K,3.1838,3.1838
420,DI520,Diamond Ring 520,ring,gold,18K,6.8895,5.4005
421,SI521,Silver Payal 521,payal,silver,925,70.6148,70.6148
422,SI522,Silver Bangle 522,bangle,silver,925,43.7528,43.7528
423,SI523,Silver Coin 523,coin,silver,999,46.576,46.576
424,GO524,Gold Necklace 524,necklace,gold,22K,18.2811,17.9523
425,GO525,Gold Coin Chain 525,chain,gold,24K,11.6469,11.6469
426,SI526,Silver Payal 526,payal,silver,925,38.3169,38.3169
427,SI527,Silver Payal 527,payal,silver,925,60.6339,60.6339
428,DI528,Diamond Earring 528,earring,gold,18K,3.6897,2.987
429,GO529,Gold Coin Chain 529,chain,gold,24K,11.4674,11.4674
430,GO530,Gold Ring 530,ring,gold,22K,7.8341,7.8341
431,DI531,Diamond Necklace 531,necklace,gold,18K,17.9687,14.954
432,DI532,Diamond Necklace 532,necklace,gold,18K,13.907,12.1559
433,DI533,Diamond Earring 533,earring,gold,18K,2.666,2.1387
434,SI534,Silver Utensil 534,utensil,silver,925,133.699,133.699
435,DI535,Diamond Necklace 535,necklace,gold,18K,24.378,21.1293
436,DI536,Diamond Earring 536,earring,gold,18K,3.1224,2.5687
437,DI537,Diamond Ring 537,ring,gold,18K,5.8784,4.6132
438,GO538,Gold Ring 538,ring,gold,22K,3.7537,3.7537
439,GO539,Gold Earring 539,earring,gold,22K,5.992,5.9325
440,GO540,Gold Ring 540,ring,gold,22K,4.4772,4.4772
441,GO541,Gold Earring 541,earring,gold,22K,5.7219,5.6742
442,DI542,Diamond Necklace 542,necklace,gold,18K,26.9637,22.5468
443,DI543,Diamond Necklace 543,necklace,gold,18K,18.2699,15.7014
444,GO544,Gold Chain 544,chain,gold,22K,21.3326,21.3326
445,SI545,Silver Payal 545,payal,silver,925,56.0557,56.0557
446,DI546,Diamond Necklace 546,necklace,gold,18K,18.2694,15.9701
447,GO547,Gold Necklace 547,necklace,gold,22K,36.6598,35.9406
448,DI548,Diamond Earring 548,earring,gold,18K,2.2015,1.8774
449,GO549,Gold Coin Chain 549,chain,gold,24K,12.1078,12.1078
450,SI550,Silver Coin 550,coin,silver,999,10.9034,10.9034
451,GO551,Gold Chain 551,chain,gold,22K,13.8323,13.8323
452,GO552,Gold Necklace 552,necklace,gold,22K,18.2809,17.8714
453,DI553,Diamond Necklace 553,necklace,gold,18K,28.7386,24.0131
454,SI554,Silver Bangle 554,bangle,silver,925,40.6398,40.6398
455,GO555,Gold Bangle 555,bangle,gold,22K,21.0382,21.0382
456,DI556,Diamond Earring 556,earring,gold,18K,2.993,2.4701
457,SI557,Silver Coin 557,coin,silver,999,28.4822,28.4822
458,GO558,Gold Earring 558,earring,gold,22K,5.2921,5.2364
459,GO559,Gold Coin Chain 559,chain,gold,24K,6.8639,6.8639
460,DI560,Diamond Necklace 560,necklace,gold,18K,23.8315,20.4061
461,DI561,Diamond Ring 561,ring,gold,18K,6.0809,4.6784
462,SI562,Silver Payal 562,payal,silver,925,52.4788,52.4788
463,DI563,Diamond Ring 563,ring,gold,18K,5.0034,4.2011
464,DI564,Diamond Necklace 564,necklace,gold,18K,15.8663,13.6974
465,GO565,Gold Ring 565,ring,gold,22K,6.5188,6.5188
466,DI566,Diamond Ring 566,ring,gold,18K,6.286,4.9899
467,DI567,Diamond Earring 567,earring,gold,18K,4.3985,3.5951
468,GO568,Gold Necklace 568,necklace,gold,22K,25.9738,25.5173
469,GO569,Gold Ring 569,ring,gold,22K,3.5698,3.5698
470,GO570,Gold Coin Chain 570,chain,gold,24K,11.707,11.707
471,GO571,Gold Earring 571,earring,gold,22K,4.2132,4.1632
472,GO572,Gold Chain 572,chain,gold,22K,13.3279,13.3279
473,GO573,Gold Ring 573,ring,gold,22K,4.9432,4.9432
474,DI574,Diamond Earring 574,earring,gold,18K,3.1776,2.6939
475,GO575,Gold Ring 575,ring,gold,22K,4.7599,4.7599
476,GO576,Gold Chain 576,chain,gold,22K,15.7836,15.7836
477,GO577,Gold Bangle 577,bangle,gold,22K,13.4506,13.4506
478,DI578,Diamond Ring 578,ring,gold,18K,5.8576,4.5452
479,DI579,Diamond Necklace 579,necklace,gold,18K,28.5363,24.1015
480,GO580,Gold Bangle 580,bangle,gold,22K,23.4422,23.4422
481,GO581,Gold Coin 581,coin,gold,24K,9.6978,9.6978
482,GO582,Gold Bangle 582,bangle,gold,22K,14.7715,14.7715
483,GO583,Gold Chain 583,chain,gold,22K,9.9881,9.9881
484,GO584,Gold Coin Chain 584,chain,gold,24K,8.7331,8.7331
485,GO585,Gold Bangle 585,bangle,gold,22K,12.8272,12.8272
486,SI586,Silver Coin 586,coin,silver,999,25.5385,25.5385
487,SI587,Silver Utensil 587,utensil,silver,925,139.4639,139.4639
488,GO588,Gold Earring 588,earring,gold,22K,4.5118,4.4681
489,GO589,Gold Coin Chain 589,chain,gold,24K,9.8667,9.8667
490,GO590,Gold Ring 590,ring,gold,22K,5.6869,5.6869
491,GO591,Gold Bangle 591,bangle,gold,22K,28.3832,28.3832
492,DI592,Diamond Ring 592,ring,gold,18K,6.7574,5.5826
493,GO593,Gold Ring 593,ring,gold,22K,3.8343,3.8343
494,GO594,Gold Earring 594,earring,gold,22K,3.5109,3.4802
495,GO595,Gold Chain 595,chain,gold,22K,22.3137,22.3137
496,GO596,Gold Coin Chain 596,chain,gold,24K,11.1941,11.1941
497,DI597,Diamond Earring 597,earring,gold,18K,4.5966,3.6197
498,SI598,Silver Coin 598,coin,silver,999,29.3844,29.3844
499,DI599,Diamond Necklace 599,necklace,gold,18K,15.5123,13.2935
500,GO600,Gold Necklace 600,necklace,gold,22K,31.8475,31.1716
